unique_id,domain,trial_type,method,estimate,ci_lower,ci_upper,sig,ci_width
ADHD_113_ADHD,Stigma - ADHD,tt2,normal,0.462,-0.005,0.939,FALSE,0.944
ADHD_113_ADHD,Stigma - ADHD,tt2,basic,0.462,0.048,0.993,TRUE,0.946
ADHD_113_ADHD,Stigma - ADHD,tt2,percent,0.462,-0.069,0.877,FALSE,0.946
ADHD_113_ADHD,Stigma - ADHD,tt2,bca,0.462,-0.122,0.848,FALSE,0.97
ADHD_113_ADHD,Stigma - ADHD,tt3,normal,-0.688,-1.134,-0.208,TRUE,0.926
ADHD_113_ADHD,Stigma - ADHD,tt3,basic,-0.688,-1.168,-0.25,TRUE,0.918
ADHD_113_ADHD,Stigma - ADHD,tt3,percent,-0.688,-1.125,-0.207,TRUE,0.918
ADHD_113_ADHD,Stigma - ADHD,tt3,bca,-0.688,-1.047,-0.053,TRUE,0.994
ADHD_113_ADHD,Stigma - ADHD,tt4,normal,-0.329,-0.888,0.287,FALSE,1.175
ADHD_113_ADHD,Stigma - ADHD,tt4,basic,-0.329,-0.884,0.282,FALSE,1.166
ADHD_113_ADHD,Stigma - ADHD,tt4,percent,-0.329,-0.94,0.226,FALSE,1.166
ADHD_113_ADHD,Stigma - ADHD,tt4,bca,-0.329,-0.85,0.333,FALSE,1.183
ADHD_117_ADHD,Stigma - ADHD,tt1,normal,-0.457,-0.955,0.031,FALSE,0.986
ADHD_117_ADHD,Stigma - ADHD,tt1,basic,-0.457,-0.99,0,FALSE,0.99
ADHD_117_ADHD,Stigma - ADHD,tt1,percent,-0.457,-0.914,0.076,FALSE,0.99
ADHD_117_ADHD,Stigma - ADHD,tt1,bca,-0.457,-0.895,0.099,FALSE,0.994
ADHD_117_ADHD,Stigma - ADHD,tt2,normal,0.215,-0.306,0.819,FALSE,1.125
ADHD_117_ADHD,Stigma - ADHD,tt2,basic,0.215,-0.221,0.913,FALSE,1.135
ADHD_117_ADHD,Stigma - ADHD,tt2,percent,0.215,-0.484,0.651,FALSE,1.135
ADHD_117_ADHD,Stigma - ADHD,tt2,bca,0.215,-0.423,0.69,FALSE,1.113
ADHD_117_ADHD,Stigma - ADHD,tt3,normal,-0.66,-1.079,-0.226,TRUE,0.854
ADHD_117_ADHD,Stigma - ADHD,tt3,basic,-0.66,-1.113,-0.269,TRUE,0.844
ADHD_117_ADHD,Stigma - ADHD,tt3,percent,-0.66,-1.051,-0.206,TRUE,0.844
ADHD_117_ADHD,Stigma - ADHD,tt3,bca,-0.66,-1.018,-0.129,TRUE,0.89
ADHD_117_ADHD,Stigma - ADHD,tt4,normal,-0.465,-0.946,-0.023,TRUE,0.922
ADHD_117_ADHD,Stigma - ADHD,tt4,basic,-0.465,-1.008,-0.084,TRUE,0.924
ADHD_117_ADHD,Stigma - ADHD,tt4,percent,-0.465,-0.846,0.078,FALSE,0.924
ADHD_117_ADHD,Stigma - ADHD,tt4,bca,-0.465,-0.848,0.07,FALSE,0.918
ADHD_119_ADHD,Stigma - ADHD,tt1,normal,0.515,0.033,0.988,TRUE,0.956
ADHD_119_ADHD,Stigma - ADHD,tt1,basic,0.515,0.063,1.025,TRUE,0.963
ADHD_119_ADHD,Stigma - ADHD,tt1,percent,0.515,0.005,0.968,TRUE,0.963
ADHD_119_ADHD,Stigma - ADHD,tt1,bca,0.515,-0.054,0.908,FALSE,0.963
ADHD_119_ADHD,Stigma - ADHD,tt2,normal,0.016,-0.643,0.587,FALSE,1.23
ADHD_119_ADHD,Stigma - ADHD,tt2,basic,0.016,-0.699,0.516,FALSE,1.215
ADHD_119_ADHD,Stigma - ADHD,tt2,percent,0.016,-0.483,0.732,FALSE,1.215
ADHD_119_ADHD,Stigma - ADHD,tt2,bca,0.016,-0.568,0.649,FALSE,1.217
ADHD_119_ADHD,Stigma - ADHD,tt3,normal,-0.062,-0.633,0.506,FALSE,1.139
ADHD_119_ADHD,Stigma - ADHD,tt3,basic,-0.062,-0.637,0.498,FALSE,1.134
ADHD_119_ADHD,Stigma - ADHD,tt3,percent,-0.062,-0.621,0.513,FALSE,1.134
ADHD_119_ADHD,Stigma - ADHD,tt3,bca,-0.062,-0.614,0.522,FALSE,1.135
ADHD_119_ADHD,Stigma - ADHD,tt4,normal,0.563,0.074,1.049,TRUE,0.975
ADHD_119_ADHD,Stigma - ADHD,tt4,basic,0.563,0.112,1.084,TRUE,0.972
ADHD_119_ADHD,Stigma - ADHD,tt4,percent,0.563,0.043,1.015,TRUE,0.972
ADHD_119_ADHD,Stigma - ADHD,tt4,bca,0.563,0.004,0.99,TRUE,0.986
ADHD_124_ADHD,Stigma - ADHD,tt1,normal,0.733,0.368,1.034,TRUE,0.667
ADHD_124_ADHD,Stigma - ADHD,tt1,basic,0.733,0.376,1.035,TRUE,0.659
ADHD_124_ADHD,Stigma - ADHD,tt1,percent,0.733,0.43,1.089,TRUE,0.659
ADHD_124_ADHD,Stigma - ADHD,tt1,bca,0.733,0.347,1.026,TRUE,0.68
ADHD_124_ADHD,Stigma - ADHD,tt2,normal,-0.13,-0.82,0.393,FALSE,1.213
ADHD_124_ADHD,Stigma - ADHD,tt2,basic,-0.13,-0.908,0.254,FALSE,1.161
ADHD_124_ADHD,Stigma - ADHD,tt2,percent,-0.13,-0.515,0.647,FALSE,1.161
ADHD_124_ADHD,Stigma - ADHD,tt2,bca,-0.13,-0.604,0.533,FALSE,1.138
ADHD_124_ADHD,Stigma - ADHD,tt3,normal,-0.315,-0.893,0.318,FALSE,1.211
ADHD_124_ADHD,Stigma - ADHD,tt3,basic,-0.315,-0.865,0.295,FALSE,1.161
ADHD_124_ADHD,Stigma - ADHD,tt3,percent,-0.315,-0.925,0.236,FALSE,1.161
ADHD_124_ADHD,Stigma - ADHD,tt3,bca,-0.315,-0.863,0.323,FALSE,1.186
ADHD_124_ADHD,Stigma - ADHD,tt4,normal,-0.007,-0.577,0.576,FALSE,1.152
ADHD_124_ADHD,Stigma - ADHD,tt4,basic,-0.007,-0.567,0.579,FALSE,1.145
ADHD_124_ADHD,Stigma - ADHD,tt4,percent,-0.007,-0.592,0.553,FALSE,1.145
ADHD_124_ADHD,Stigma - ADHD,tt4,bca,-0.007,-0.58,0.561,FALSE,1.141
ADHD_153_ADHD,Stigma - ADHD,tt1,normal,-0.05,-0.709,0.514,FALSE,1.222
ADHD_153_ADHD,Stigma - ADHD,tt1,basic,-0.05,-0.823,0.42,FALSE,1.244
ADHD_153_ADHD,Stigma - ADHD,tt1,percent,-0.05,-0.521,0.723,FALSE,1.244
ADHD_153_ADHD,Stigma - ADHD,tt1,bca,-0.05,-0.59,0.618,FALSE,1.208
ADHD_153_ADHD,Stigma - ADHD,tt2,normal,-0.066,-0.637,0.503,FALSE,1.14
ADHD_153_ADHD,Stigma - ADHD,tt2,basic,-0.066,-0.644,0.485,FALSE,1.129
ADHD_153_ADHD,Stigma - ADHD,tt2,percent,-0.066,-0.617,0.511,FALSE,1.129
ADHD_153_ADHD,Stigma - ADHD,tt2,bca,-0.066,-0.61,0.517,FALSE,1.127
ADHD_153_ADHD,Stigma - ADHD,tt3,normal,-0.329,-0.812,0.093,FALSE,0.904
ADHD_153_ADHD,Stigma - ADHD,tt3,basic,-0.329,-0.948,-0.007,TRUE,0.941
ADHD_153_ADHD,Stigma - ADHD,tt3,percent,-0.329,-0.652,0.289,FALSE,0.941
ADHD_153_ADHD,Stigma - ADHD,tt3,bca,-0.329,-0.659,0.264,FALSE,0.923
ADHD_153_ADHD,Stigma - ADHD,tt4,normal,-0.075,-0.831,0.492,FALSE,1.323
ADHD_153_ADHD,Stigma - ADHD,tt4,basic,-0.075,-0.923,0.333,FALSE,1.256
ADHD_153_ADHD,Stigma - ADHD,tt4,percent,-0.075,-0.482,0.774,FALSE,1.256
ADHD_153_ADHD,Stigma - ADHD,tt4,bca,-0.075,-0.597,0.64,FALSE,1.237
ADHD_155_ADHD,Stigma - ADHD,tt1,normal,0.031,-0.542,0.595,FALSE,1.137
ADHD_155_ADHD,Stigma - ADHD,tt1,basic,0.031,-0.538,0.617,FALSE,1.154
ADHD_155_ADHD,Stigma - ADHD,tt1,percent,0.031,-0.556,0.599,FALSE,1.154
ADHD_155_ADHD,Stigma - ADHD,tt1,bca,0.031,-0.563,0.581,FALSE,1.143
ADHD_155_ADHD,Stigma - ADHD,tt2,normal,0.202,-0.321,0.783,FALSE,1.104
ADHD_155_ADHD,Stigma - ADHD,tt2,basic,0.202,-0.239,0.841,FALSE,1.079
ADHD_155_ADHD,Stigma - ADHD,tt2,percent,0.202,-0.437,0.642,FALSE,1.079
ADHD_155_ADHD,Stigma - ADHD,tt2,bca,0.202,-0.411,0.661,FALSE,1.072
ADHD_155_ADHD,Stigma - ADHD,tt3,normal,-0.111,-0.68,0.458,FALSE,1.138
ADHD_155_ADHD,Stigma - ADHD,tt3,basic,-0.111,-0.674,0.45,FALSE,1.124
ADHD_155_ADHD,Stigma - ADHD,tt3,percent,-0.111,-0.673,0.451,FALSE,1.124
ADHD_155_ADHD,Stigma - ADHD,tt3,bca,-0.111,-0.659,0.466,FALSE,1.125
ADHD_155_ADHD,Stigma - ADHD,tt4,normal,-0.427,-0.995,0.159,FALSE,1.154
ADHD_155_ADHD,Stigma - ADHD,tt4,basic,-0.427,-1.001,0.136,FALSE,1.137
ADHD_155_ADHD,Stigma - ADHD,tt4,percent,-0.427,-0.99,0.147,FALSE,1.137
ADHD_155_ADHD,Stigma - ADHD,tt4,bca,-0.427,-0.939,0.206,FALSE,1.145
ADHD_160_ADHD,Stigma - ADHD,tt1,normal,0.567,0.14,0.983,TRUE,0.843
ADHD_160_ADHD,Stigma - ADHD,tt1,basic,0.567,0.182,1.054,TRUE,0.872
ADHD_160_ADHD,Stigma - ADHD,tt1,percent,0.567,0.08,0.952,TRUE,0.872
ADHD_160_ADHD,Stigma - ADHD,tt1,bca,0.567,0.009,0.912,TRUE,0.903
ADHD_160_ADHD,Stigma - ADHD,tt2,normal,0.421,-0.09,0.941,FALSE,1.031
ADHD_160_ADHD,Stigma - ADHD,tt2,basic,0.421,-0.055,0.976,FALSE,1.031
ADHD_160_ADHD,Stigma - ADHD,tt2,percent,0.421,-0.135,0.896,FALSE,1.031
ADHD_160_ADHD,Stigma - ADHD,tt2,bca,0.421,-0.165,0.878,FALSE,1.044
ADHD_160_ADHD,Stigma - ADHD,tt3,normal,-0.359,-0.91,0.201,FALSE,1.111
ADHD_160_ADHD,Stigma - ADHD,tt3,basic,-0.359,-0.949,0.17,FALSE,1.119
ADHD_160_ADHD,Stigma - ADHD,tt3,percent,-0.359,-0.888,0.231,FALSE,1.119
ADHD_160_ADHD,Stigma - ADHD,tt3,bca,-0.359,-0.84,0.283,FALSE,1.124
ADHD_160_ADHD,Stigma - ADHD,tt4,normal,-0.604,-1.077,-0.091,TRUE,0.986
ADHD_160_ADHD,Stigma - ADHD,tt4,basic,-0.604,-1.122,-0.138,TRUE,0.984
ADHD_160_ADHD,Stigma - ADHD,tt4,percent,-0.604,-1.069,-0.085,TRUE,0.984
ADHD_160_ADHD,Stigma - ADHD,tt4,bca,-0.604,-0.98,0.083,FALSE,1.063
ADHD_162_ADHD,Stigma - ADHD,tt1,normal,-0.008,-0.594,0.554,FALSE,1.149
ADHD_162_ADHD,Stigma - ADHD,tt1,basic,-0.008,-0.619,0.532,FALSE,1.151
ADHD_162_ADHD,Stigma - ADHD,tt1,percent,-0.008,-0.547,0.604,FALSE,1.151
ADHD_162_ADHD,Stigma - ADHD,tt1,bca,-0.008,-0.563,0.591,FALSE,1.154
ADHD_162_ADHD,Stigma - ADHD,tt2,normal,0.386,-0.087,0.869,FALSE,0.956
ADHD_162_ADHD,Stigma - ADHD,tt2,basic,0.386,-0.024,0.942,FALSE,0.966
ADHD_162_ADHD,Stigma - ADHD,tt2,percent,0.386,-0.171,0.795,FALSE,0.966
ADHD_162_ADHD,Stigma - ADHD,tt2,bca,0.386,-0.221,0.765,FALSE,0.986
ADHD_162_ADHD,Stigma - ADHD,tt3,normal,-0.298,-0.851,0.253,FALSE,1.105
ADHD_162_ADHD,Stigma - ADHD,tt3,basic,-0.298,-0.894,0.197,FALSE,1.091
ADHD_162_ADHD,Stigma - ADHD,tt3,percent,-0.298,-0.792,0.299,FALSE,1.091
ADHD_162_ADHD,Stigma - ADHD,tt3,bca,-0.298,-0.741,0.379,FALSE,1.121
ADHD_162_ADHD,Stigma - ADHD,tt4,normal,-0.033,-0.633,0.51,FALSE,1.143
ADHD_162_ADHD,Stigma - ADHD,tt4,basic,-0.033,-0.666,0.458,FALSE,1.124
ADHD_162_ADHD,Stigma - ADHD,tt4,percent,-0.033,-0.525,0.599,FALSE,1.124
ADHD_162_ADHD,Stigma - ADHD,tt4,bca,-0.033,-0.574,0.558,FALSE,1.132
ADHD_166_ADHD,Stigma - ADHD,tt1,normal,0.194,-0.335,0.814,FALSE,1.148
ADHD_166_ADHD,Stigma - ADHD,tt1,basic,0.194,-0.244,0.936,FALSE,1.18
ADHD_166_ADHD,Stigma - ADHD,tt1,percent,0.194,-0.548,0.632,FALSE,1.18
ADHD_166_ADHD,Stigma - ADHD,tt1,bca,0.194,-0.458,0.681,FALSE,1.138
ADHD_166_ADHD,Stigma - ADHD,tt2,normal,-0.249,-0.801,0.278,FALSE,1.079
ADHD_166_ADHD,Stigma - ADHD,tt2,basic,-0.249,-0.858,0.226,FALSE,1.084
ADHD_166_ADHD,Stigma - ADHD,tt2,percent,-0.249,-0.724,0.36,FALSE,1.084
ADHD_166_ADHD,Stigma - ADHD,tt2,bca,-0.249,-0.724,0.361,FALSE,1.084
ADHD_166_ADHD,Stigma - ADHD,tt3,normal,0.395,-0.051,0.892,FALSE,0.944
ADHD_166_ADHD,Stigma - ADHD,tt3,basic,0.395,0.04,1.018,TRUE,0.978
ADHD_166_ADHD,Stigma - ADHD,tt3,percent,0.395,-0.227,0.75,FALSE,0.978
ADHD_166_ADHD,Stigma - ADHD,tt3,bca,0.395,-0.216,0.755,FALSE,0.972
ADHD_166_ADHD,Stigma - ADHD,tt4,normal,0.111,-0.438,0.69,FALSE,1.128
ADHD_166_ADHD,Stigma - ADHD,tt4,basic,0.111,-0.38,0.702,FALSE,1.082
ADHD_166_ADHD,Stigma - ADHD,tt4,percent,0.111,-0.48,0.602,FALSE,1.082
ADHD_166_ADHD,Stigma - ADHD,tt4,bca,0.111,-0.486,0.594,FALSE,1.08
ADHD_167_ADHD,Stigma - ADHD,tt1,normal,0.286,-0.254,0.844,FALSE,1.098
ADHD_167_ADHD,Stigma - ADHD,tt1,basic,0.286,-0.226,0.867,FALSE,1.093
ADHD_167_ADHD,Stigma - ADHD,tt1,percent,0.286,-0.294,0.799,FALSE,1.093
ADHD_167_ADHD,Stigma - ADHD,tt1,bca,0.286,-0.299,0.797,FALSE,1.096
ADHD_167_ADHD,Stigma - ADHD,tt2,normal,0.148,-0.655,0.759,FALSE,1.414
ADHD_167_ADHD,Stigma - ADHD,tt2,basic,0.148,-0.723,0.637,FALSE,1.36
ADHD_167_ADHD,Stigma - ADHD,tt2,percent,0.148,-0.341,1.019,FALSE,1.36
ADHD_167_ADHD,Stigma - ADHD,tt2,bca,0.148,-0.507,0.836,FALSE,1.342
ADHD_167_ADHD,Stigma - ADHD,tt3,normal,0.387,-0.146,0.919,FALSE,1.065
ADHD_167_ADHD,Stigma - ADHD,tt3,basic,0.387,-0.116,0.947,FALSE,1.062
ADHD_167_ADHD,Stigma - ADHD,tt3,percent,0.387,-0.173,0.89,FALSE,1.062
ADHD_167_ADHD,Stigma - ADHD,tt3,bca,0.387,-0.202,0.871,FALSE,1.073
ADHD_167_ADHD,Stigma - ADHD,tt4,normal,-0.827,-1.266,-0.378,TRUE,0.888
ADHD_167_ADHD,Stigma - ADHD,tt4,basic,-0.827,-1.302,-0.406,TRUE,0.896
ADHD_167_ADHD,Stigma - ADHD,tt4,percent,-0.827,-1.248,-0.353,TRUE,0.896
ADHD_167_ADHD,Stigma - ADHD,tt4,bca,-0.827,-1.201,-0.28,TRUE,0.921
ADHD_171_ADHD,Stigma - ADHD,tt1,normal,-0.448,-0.869,-0.036,TRUE,0.833
ADHD_171_ADHD,Stigma - ADHD,tt1,basic,-0.448,-0.943,-0.087,TRUE,0.855
ADHD_171_ADHD,Stigma - ADHD,tt1,percent,-0.448,-0.809,0.046,FALSE,0.855
ADHD_171_ADHD,Stigma - ADHD,tt1,bca,-0.448,-0.789,0.1,FALSE,0.888
ADHD_171_ADHD,Stigma - ADHD,tt2,normal,-0.454,-1.068,0.285,FALSE,1.352
ADHD_171_ADHD,Stigma - ADHD,tt2,basic,-0.454,-1.016,0.255,FALSE,1.271
ADHD_171_ADHD,Stigma - ADHD,tt2,percent,-0.454,-1.163,0.109,FALSE,1.271
ADHD_171_ADHD,Stigma - ADHD,tt2,bca,-0.454,-1.031,0.325,FALSE,1.355
ADHD_171_ADHD,Stigma - ADHD,tt3,normal,0.058,-0.49,0.74,FALSE,1.23
ADHD_171_ADHD,Stigma - ADHD,tt3,basic,0.058,-0.379,0.822,FALSE,1.201
ADHD_171_ADHD,Stigma - ADHD,tt3,percent,0.058,-0.706,0.495,FALSE,1.201
ADHD_171_ADHD,Stigma - ADHD,tt3,bca,0.058,-0.584,0.592,FALSE,1.176
ADHD_171_ADHD,Stigma - ADHD,tt4,normal,0.374,-0.153,0.911,FALSE,1.064
ADHD_171_ADHD,Stigma - ADHD,tt4,basic,0.374,-0.112,0.927,FALSE,1.039
ADHD_171_ADHD,Stigma - ADHD,tt4,percent,0.374,-0.179,0.861,FALSE,1.039
ADHD_171_ADHD,Stigma - ADHD,tt4,bca,0.374,-0.196,0.842,FALSE,1.037
ADHD_173_ADHD,Stigma - ADHD,tt1,normal,0.335,-0.224,0.89,FALSE,1.114
ADHD_173_ADHD,Stigma - ADHD,tt1,basic,0.335,-0.212,0.891,FALSE,1.103
ADHD_173_ADHD,Stigma - ADHD,tt1,percent,0.335,-0.222,0.881,FALSE,1.103
ADHD_173_ADHD,Stigma - ADHD,tt1,bca,0.335,-0.264,0.839,FALSE,1.103
ADHD_173_ADHD,Stigma - ADHD,tt2,normal,0.168,-0.377,0.736,FALSE,1.114
ADHD_173_ADHD,Stigma - ADHD,tt2,basic,0.168,-0.352,0.755,FALSE,1.106
ADHD_173_ADHD,Stigma - ADHD,tt2,percent,0.168,-0.419,0.687,FALSE,1.106
ADHD_173_ADHD,Stigma - ADHD,tt2,bca,0.168,-0.402,0.698,FALSE,1.1
ADHD_173_ADHD,Stigma - ADHD,tt3,normal,-0.066,-0.646,0.539,FALSE,1.185
ADHD_173_ADHD,Stigma - ADHD,tt3,basic,-0.066,-0.622,0.552,FALSE,1.173
ADHD_173_ADHD,Stigma - ADHD,tt3,percent,-0.066,-0.683,0.49,FALSE,1.173
ADHD_173_ADHD,Stigma - ADHD,tt3,bca,-0.066,-0.654,0.517,FALSE,1.171
ADHD_173_ADHD,Stigma - ADHD,tt4,normal,-0.13,-0.694,0.461,FALSE,1.155
ADHD_173_ADHD,Stigma - ADHD,tt4,basic,-0.13,-0.672,0.47,FALSE,1.141
ADHD_173_ADHD,Stigma - ADHD,tt4,percent,-0.13,-0.73,0.411,FALSE,1.141
ADHD_173_ADHD,Stigma - ADHD,tt4,bca,-0.13,-0.695,0.438,FALSE,1.133
ADHD_178_ADHD,Stigma - ADHD,tt1,normal,0.441,-0.028,0.942,FALSE,0.97
ADHD_178_ADHD,Stigma - ADHD,tt1,basic,0.441,0.022,0.996,TRUE,0.975
ADHD_178_ADHD,Stigma - ADHD,tt1,percent,0.441,-0.115,0.86,FALSE,0.975
ADHD_178_ADHD,Stigma - ADHD,tt1,bca,0.441,-0.111,0.86,FALSE,0.971
ADHD_178_ADHD,Stigma - ADHD,tt2,normal,0.144,-0.409,0.716,FALSE,1.126
ADHD_178_ADHD,Stigma - ADHD,tt2,basic,0.144,-0.403,0.73,FALSE,1.132
ADHD_178_ADHD,Stigma - ADHD,tt2,percent,0.144,-0.441,0.691,FALSE,1.132
ADHD_178_ADHD,Stigma - ADHD,tt2,bca,0.144,-0.428,0.698,FALSE,1.126
ADHD_178_ADHD,Stigma - ADHD,tt3,normal,-0.042,-0.606,0.537,FALSE,1.143
ADHD_178_ADHD,Stigma - ADHD,tt3,basic,-0.042,-0.601,0.543,FALSE,1.144
ADHD_178_ADHD,Stigma - ADHD,tt3,percent,-0.042,-0.626,0.518,FALSE,1.144
ADHD_178_ADHD,Stigma - ADHD,tt3,bca,-0.042,-0.606,0.538,FALSE,1.144
ADHD_178_ADHD,Stigma - ADHD,tt4,normal,-0.338,-0.889,0.214,FALSE,1.103
ADHD_178_ADHD,Stigma - ADHD,tt4,basic,-0.338,-0.915,0.187,FALSE,1.102
