unique_id,domain,trial_type,method,estimate,ci_lower,ci_upper,sig,ci_width
chad gender_122,Gender (1),tt4,basic,0.086,-0.653,0.716,FALSE,1.369
chad gender_122,Gender (1),tt4,percent,0.086,-0.544,0.825,FALSE,1.369
chad gender_122,Gender (1),tt4,bca,0.086,-0.61,0.766,FALSE,1.376
chad gender_14,Gender (1),tt1,normal,0.491,0.013,0.889,TRUE,0.877
chad gender_14,Gender (1),tt1,basic,0.491,0.031,0.982,TRUE,0.951
chad gender_14,Gender (1),tt1,percent,0.491,0.001,0.952,TRUE,0.951
chad gender_14,Gender (1),tt1,bca,0.491,-0.303,0.788,FALSE,1.091
chad gender_14,Gender (1),tt2,normal,-0.224,-0.886,0.47,FALSE,1.355
chad gender_14,Gender (1),tt2,basic,-0.224,-0.869,0.468,FALSE,1.338
chad gender_14,Gender (1),tt2,percent,-0.224,-0.916,0.422,FALSE,1.338
chad gender_14,Gender (1),tt2,bca,-0.224,-0.859,0.468,FALSE,1.327
chad gender_14,Gender (1),tt3,normal,0.266,-0.305,0.947,FALSE,1.252
chad gender_14,Gender (1),tt3,basic,0.266,-0.169,1.057,FALSE,1.225
chad gender_14,Gender (1),tt3,percent,0.266,-0.524,0.701,FALSE,1.225
chad gender_14,Gender (1),tt3,bca,0.266,-0.474,0.73,FALSE,1.204
chad gender_14,Gender (1),tt4,normal,0.466,-0.167,1.092,FALSE,1.259
chad gender_14,Gender (1),tt4,basic,0.466,-0.116,1.12,FALSE,1.236
chad gender_14,Gender (1),tt4,percent,0.466,-0.188,1.048,FALSE,1.236
chad gender_14,Gender (1),tt4,bca,0.466,-0.246,1.014,FALSE,1.26
chad gender_201,Gender (1),tt1,normal,-0.284,-0.932,0.339,FALSE,1.271
chad gender_201,Gender (1),tt1,basic,-0.284,-0.984,0.298,FALSE,1.283
chad gender_201,Gender (1),tt1,percent,-0.284,-0.866,0.416,FALSE,1.283
chad gender_201,Gender (1),tt1,bca,-0.284,-0.851,0.434,FALSE,1.285
chad gender_201,Gender (1),tt2,normal,-0.548,-1.144,0.033,FALSE,1.176
chad gender_201,Gender (1),tt2,basic,-0.548,-1.168,-0.016,TRUE,1.152
chad gender_201,Gender (1),tt2,percent,-0.548,-1.08,0.073,FALSE,1.152
chad gender_201,Gender (1),tt2,bca,-0.548,-1.062,0.102,FALSE,1.164
chad gender_201,Gender (1),tt3,normal,0.795,0.337,1.239,TRUE,0.902
chad gender_201,Gender (1),tt3,basic,0.795,0.369,1.289,TRUE,0.919
chad gender_201,Gender (1),tt3,percent,0.795,0.301,1.221,TRUE,0.919
chad gender_201,Gender (1),tt3,bca,0.795,0.224,1.175,TRUE,0.951
chad gender_201,Gender (1),tt4,normal,0.69,0.168,1.209,TRUE,1.042
chad gender_201,Gender (1),tt4,basic,0.69,0.214,1.26,TRUE,1.046
chad gender_201,Gender (1),tt4,percent,0.69,0.119,1.165,TRUE,1.046
chad gender_201,Gender (1),tt4,bca,0.69,0.066,1.128,TRUE,1.062
chad gender_204,Gender (1),tt1,normal,-0.032,-0.709,0.618,FALSE,1.327
chad gender_204,Gender (1),tt1,basic,-0.032,-0.714,0.589,FALSE,1.303
chad gender_204,Gender (1),tt1,percent,-0.032,-0.654,0.649,FALSE,1.303
chad gender_204,Gender (1),tt1,bca,-0.032,-0.673,0.627,FALSE,1.3
chad gender_204,Gender (1),tt2,normal,-0.338,-0.973,0.33,FALSE,1.303
chad gender_204,Gender (1),tt2,basic,-0.338,-1.003,0.303,FALSE,1.305
chad gender_204,Gender (1),tt2,percent,-0.338,-0.979,0.326,FALSE,1.305
chad gender_204,Gender (1),tt2,bca,-0.338,-0.921,0.377,FALSE,1.298
chad gender_204,Gender (1),tt3,normal,-0.155,-0.819,0.507,FALSE,1.326
chad gender_204,Gender (1),tt3,basic,-0.155,-0.833,0.491,FALSE,1.324
chad gender_204,Gender (1),tt3,percent,-0.155,-0.801,0.523,FALSE,1.324
chad gender_204,Gender (1),tt3,bca,-0.155,-0.785,0.542,FALSE,1.327
chad gender_204,Gender (1),tt4,normal,0.481,-0.098,1.072,FALSE,1.17
chad gender_204,Gender (1),tt4,basic,0.481,-0.056,1.138,FALSE,1.194
chad gender_204,Gender (1),tt4,percent,0.481,-0.176,1.018,FALSE,1.194
chad gender_204,Gender (1),tt4,bca,0.481,-0.209,0.985,FALSE,1.194
chad gender_207,Gender (1),tt1,normal,0.441,-0.11,1.031,FALSE,1.142
chad gender_207,Gender (1),tt1,basic,0.441,-0.051,1.097,FALSE,1.149
chad gender_207,Gender (1),tt1,percent,0.441,-0.216,0.933,FALSE,1.149
chad gender_207,Gender (1),tt1,bca,0.441,-0.207,0.941,FALSE,1.148
chad gender_207,Gender (1),tt2,normal,0.107,-0.525,0.808,FALSE,1.333
chad gender_207,Gender (1),tt2,basic,0.107,-0.45,0.889,FALSE,1.338
chad gender_207,Gender (1),tt2,percent,0.107,-0.675,0.663,FALSE,1.338
chad gender_207,Gender (1),tt2,bca,0.107,-0.6,0.718,FALSE,1.318
chad gender_207,Gender (1),tt3,normal,0.375,-0.253,1.005,FALSE,1.258
chad gender_207,Gender (1),tt3,basic,0.375,-0.223,1.024,FALSE,1.248
chad gender_207,Gender (1),tt3,percent,0.375,-0.275,0.973,FALSE,1.248
chad gender_207,Gender (1),tt3,bca,0.375,-0.301,0.957,FALSE,1.258
chad gender_207,Gender (1),tt4,normal,0.15,-0.491,0.822,FALSE,1.313
chad gender_207,Gender (1),tt4,basic,0.15,-0.437,0.852,FALSE,1.289
chad gender_207,Gender (1),tt4,percent,0.15,-0.553,0.736,FALSE,1.289
chad gender_207,Gender (1),tt4,bca,0.15,-0.536,0.746,FALSE,1.282
chad gender_210,Gender (1),tt1,normal,0.061,-0.673,0.733,FALSE,1.406
chad gender_210,Gender (1),tt1,basic,0.061,-0.719,0.687,FALSE,1.406
chad gender_210,Gender (1),tt1,percent,0.061,-0.564,0.842,FALSE,1.406
chad gender_210,Gender (1),tt1,bca,0.061,-0.626,0.783,FALSE,1.409
chad gender_210,Gender (1),tt2,normal,0.486,-0.041,1.01,FALSE,1.05
chad gender_210,Gender (1),tt2,basic,0.486,0.035,1.113,TRUE,1.078
chad gender_210,Gender (1),tt2,percent,0.486,-0.141,0.937,FALSE,1.078
chad gender_210,Gender (1),tt2,bca,0.486,-0.272,0.87,FALSE,1.142
chad gender_210,Gender (1),tt3,normal,0.16,-0.484,0.842,FALSE,1.325
chad gender_210,Gender (1),tt3,basic,0.16,-0.436,0.894,FALSE,1.33
chad gender_210,Gender (1),tt3,percent,0.16,-0.575,0.756,FALSE,1.33
chad gender_210,Gender (1),tt3,bca,0.16,-0.541,0.781,FALSE,1.323
chad gender_210,Gender (1),tt4,normal,-0.07,-0.79,0.575,FALSE,1.365
chad gender_210,Gender (1),tt4,basic,-0.07,-0.86,0.473,FALSE,1.333
chad gender_210,Gender (1),tt4,percent,-0.07,-0.614,0.719,FALSE,1.333
chad gender_210,Gender (1),tt4,bca,-0.07,-0.651,0.673,FALSE,1.324
chad gender_213,Gender (1),tt1,normal,-0.625,-1.225,-0.023,TRUE,1.202
chad gender_213,Gender (1),tt1,basic,-0.625,-1.261,-0.049,TRUE,1.212
chad gender_213,Gender (1),tt1,percent,-0.625,-1.202,0.01,FALSE,1.212
chad gender_213,Gender (1),tt1,bca,-0.625,-1.15,0.073,FALSE,1.223
chad gender_213,Gender (1),tt2,normal,0.127,-0.564,0.787,FALSE,1.351
chad gender_213,Gender (1),tt2,basic,0.127,-0.593,0.754,FALSE,1.346
chad gender_213,Gender (1),tt2,percent,0.127,-0.499,0.848,FALSE,1.346
chad gender_213,Gender (1),tt2,bca,0.127,-0.537,0.803,FALSE,1.341
chad gender_213,Gender (1),tt3,normal,0.055,-0.634,0.705,FALSE,1.34
chad gender_213,Gender (1),tt3,basic,0.055,-0.637,0.667,FALSE,1.304
chad gender_213,Gender (1),tt3,percent,0.055,-0.557,0.746,FALSE,1.304
chad gender_213,Gender (1),tt3,bca,0.055,-0.617,0.703,FALSE,1.321
chad gender_213,Gender (1),tt4,normal,0.898,0.455,1.31,TRUE,0.855
chad gender_213,Gender (1),tt4,basic,0.898,0.506,1.359,TRUE,0.853
chad gender_213,Gender (1),tt4,percent,0.898,0.436,1.289,TRUE,0.853
chad gender_213,Gender (1),tt4,bca,0.898,0.287,1.217,TRUE,0.93
chad gender_216,Gender (1),tt1,normal,0.301,-0.172,0.753,FALSE,0.925
chad gender_216,Gender (1),tt1,basic,0.301,-0.161,0.761,FALSE,0.922
chad gender_216,Gender (1),tt1,percent,0.301,-0.159,0.764,FALSE,0.922
chad gender_216,Gender (1),tt1,bca,0.301,-0.197,0.72,FALSE,0.917
chad gender_216,Gender (1),tt2,normal,0.245,-0.2,0.698,FALSE,0.898
chad gender_216,Gender (1),tt2,basic,0.245,-0.178,0.729,FALSE,0.907
chad gender_216,Gender (1),tt2,percent,0.245,-0.24,0.667,FALSE,0.907
chad gender_216,Gender (1),tt2,bca,0.245,-0.246,0.665,FALSE,0.911
chad gender_216,Gender (1),tt3,normal,0.557,0.169,0.949,TRUE,0.78
chad gender_216,Gender (1),tt3,basic,0.557,0.198,0.979,TRUE,0.782
chad gender_216,Gender (1),tt3,percent,0.557,0.134,0.916,TRUE,0.782
chad gender_216,Gender (1),tt3,bca,0.557,0.106,0.902,TRUE,0.795
chad gender_216,Gender (1),tt4,normal,0.505,0.099,0.907,TRUE,0.808
chad gender_216,Gender (1),tt4,basic,0.505,0.122,0.947,TRUE,0.825
chad gender_216,Gender (1),tt4,percent,0.505,0.063,0.888,TRUE,0.825
chad gender_216,Gender (1),tt4,bca,0.505,0.025,0.859,TRUE,0.834
chad gender_219,Gender (1),tt1,normal,-0.233,-0.879,0.449,FALSE,1.328
chad gender_219,Gender (1),tt1,basic,-0.233,-0.861,0.476,FALSE,1.336
chad gender_219,Gender (1),tt1,percent,-0.233,-0.942,0.394,FALSE,1.336
chad gender_219,Gender (1),tt1,bca,-0.233,-0.875,0.464,FALSE,1.339
chad gender_219,Gender (1),tt2,normal,0.197,-0.436,0.851,FALSE,1.286
chad gender_219,Gender (1),tt2,basic,0.197,-0.4,0.879,FALSE,1.279
chad gender_219,Gender (1),tt2,percent,0.197,-0.485,0.794,FALSE,1.279
chad gender_219,Gender (1),tt2,bca,0.197,-0.49,0.787,FALSE,1.277
chad gender_219,Gender (1),tt3,normal,0.252,-0.356,0.921,FALSE,1.276
chad gender_219,Gender (1),tt3,basic,0.252,-0.3,0.985,FALSE,1.285
chad gender_219,Gender (1),tt3,percent,0.252,-0.481,0.804,FALSE,1.285
chad gender_219,Gender (1),tt3,bca,0.252,-0.409,0.847,FALSE,1.256
chad gender_219,Gender (1),tt4,normal,0.396,-0.177,1.001,FALSE,1.178
chad gender_219,Gender (1),tt4,basic,0.396,-0.126,1.075,FALSE,1.201
chad gender_219,Gender (1),tt4,percent,0.396,-0.282,0.919,FALSE,1.201
chad gender_219,Gender (1),tt4,bca,0.396,-0.292,0.913,FALSE,1.205
chad gender_22,Gender (1),tt1,normal,-0.533,-1.13,0.082,FALSE,1.212
chad gender_22,Gender (1),tt1,basic,-0.533,-1.187,0.025,FALSE,1.212
chad gender_22,Gender (1),tt1,percent,-0.533,-1.091,0.121,FALSE,1.212
chad gender_22,Gender (1),tt1,bca,-0.533,-1.018,0.218,FALSE,1.237
chad gender_22,Gender (1),tt2,normal,-0.202,-0.872,0.526,FALSE,1.398
chad gender_22,Gender (1),tt2,basic,-0.202,-0.831,0.513,FALSE,1.343
chad gender_22,Gender (1),tt2,percent,-0.202,-0.916,0.427,FALSE,1.343
chad gender_22,Gender (1),tt2,bca,-0.202,-0.84,0.525,FALSE,1.364
chad gender_22,Gender (1),tt3,normal,-0.45,-1.015,0.126,FALSE,1.141
chad gender_22,Gender (1),tt3,basic,-0.45,-1.083,0.076,FALSE,1.159
chad gender_22,Gender (1),tt3,percent,-0.45,-0.977,0.183,FALSE,1.159
chad gender_22,Gender (1),tt3,bca,-0.45,-0.919,0.267,FALSE,1.186
chad gender_22,Gender (1),tt4,normal,0.238,-0.376,0.886,FALSE,1.262
chad gender_22,Gender (1),tt4,basic,0.238,-0.309,0.945,FALSE,1.254
chad gender_22,Gender (1),tt4,percent,0.238,-0.468,0.785,FALSE,1.254
chad gender_22,Gender (1),tt4,bca,0.238,-0.471,0.783,FALSE,1.254
chad gender_222,Gender (1),tt1,normal,0.709,0.216,1.193,TRUE,0.977
chad gender_222,Gender (1),tt1,basic,0.709,0.268,1.246,TRUE,0.977
chad gender_222,Gender (1),tt1,percent,0.709,0.172,1.149,TRUE,0.977
chad gender_222,Gender (1),tt1,bca,0.709,0.078,1.096,TRUE,1.017
chad gender_222,Gender (1),tt2,normal,0.05,-0.617,0.714,FALSE,1.331
chad gender_222,Gender (1),tt2,basic,0.05,-0.588,0.714,FALSE,1.302
chad gender_222,Gender (1),tt2,percent,0.05,-0.615,0.687,FALSE,1.302
chad gender_222,Gender (1),tt2,bca,0.05,-0.628,0.678,FALSE,1.306
chad gender_222,Gender (1),tt3,normal,0.079,-0.548,0.839,FALSE,1.386
chad gender_222,Gender (1),tt3,basic,0.079,-0.426,0.871,FALSE,1.297
chad gender_222,Gender (1),tt3,percent,0.079,-0.714,0.583,FALSE,1.297
chad gender_222,Gender (1),tt3,bca,0.079,-0.633,0.647,FALSE,1.28
chad gender_222,Gender (1),tt4,normal,0.4,-0.26,1.03,FALSE,1.29
chad gender_222,Gender (1),tt4,basic,0.4,-0.237,1.052,FALSE,1.289
chad gender_222,Gender (1),tt4,percent,0.4,-0.251,1.037,FALSE,1.289
chad gender_222,Gender (1),tt4,bca,0.4,-0.356,0.963,FALSE,1.319
chad gender_225,Gender (1),tt1,normal,-0.1,-0.794,0.542,FALSE,1.337
chad gender_225,Gender (1),tt1,basic,-0.1,-0.835,0.474,FALSE,1.309
chad gender_225,Gender (1),tt1,percent,-0.1,-0.675,0.634,FALSE,1.309
chad gender_225,Gender (1),tt1,bca,-0.1,-0.695,0.604,FALSE,1.299
chad gender_225,Gender (1),tt2,normal,-0.657,-1.171,-0.155,TRUE,1.016
chad gender_225,Gender (1),tt2,basic,-0.657,-1.223,-0.212,TRUE,1.01
chad gender_225,Gender (1),tt2,percent,-0.657,-1.102,-0.091,TRUE,1.01
chad gender_225,Gender (1),tt2,bca,-0.657,-1.074,-0.049,TRUE,1.025
chad gender_225,Gender (1),tt3,normal,0.011,-0.683,0.668,FALSE,1.35
chad gender_225,Gender (1),tt3,basic,0.011,-0.677,0.629,FALSE,1.305
chad gender_225,Gender (1),tt3,percent,0.011,-0.607,0.698,FALSE,1.305
chad gender_225,Gender (1),tt3,bca,0.011,-0.634,0.666,FALSE,1.3
chad gender_225,Gender (1),tt4,normal,0.093,-0.731,0.77,FALSE,1.501
chad gender_225,Gender (1),tt4,basic,0.093,-0.755,0.657,FALSE,1.412
chad gender_225,Gender (1),tt4,percent,0.093,-0.472,0.941,FALSE,1.412
chad gender_225,Gender (1),tt4,bca,0.093,-0.577,0.829,FALSE,1.406
chad gender_228,Gender (1),tt1,normal,0.022,-0.627,0.766,FALSE,1.393
chad gender_228,Gender (1),tt1,basic,0.022,-0.548,0.831,FALSE,1.38
chad gender_228,Gender (1),tt1,percent,0.022,-0.787,0.593,FALSE,1.38
chad gender_228,Gender (1),tt1,bca,0.022,-0.701,0.671,FALSE,1.372
chad gender_228,Gender (1),tt2,normal,-0.018,-0.696,0.661,FALSE,1.357
chad gender_228,Gender (1),tt2,basic,-0.018,-0.686,0.655,FALSE,1.341
chad gender_228,Gender (1),tt2,percent,-0.018,-0.691,0.65,FALSE,1.341
chad gender_228,Gender (1),tt2,bca,-0.018,-0.682,0.657,FALSE,1.34
chad gender_228,Gender (1),tt3,normal,-0.051,-0.717,0.593,FALSE,1.31
chad gender_228,Gender (1),tt3,basic,-0.051,-0.747,0.575,FALSE,1.322
chad gender_228,Gender (1),tt3,percent,-0.051,-0.678,0.644,FALSE,1.322
chad gender_228,Gender (1),tt3,bca,-0.051,-0.686,0.628,FALSE,1.315
chad gender_228,Gender (1),tt4,normal,0.535,0.063,1.002,TRUE,0.939
chad gender_228,Gender (1),tt4,basic,0.535,0.123,1.103,TRUE,0.98
chad gender_228,Gender (1),tt4,percent,0.535,-0.033,0.947,FALSE,0.98
chad gender_228,Gender (1),tt4,bca,0.535,-0.141,0.89,FALSE,1.031
chad gender_231,Gender (1),tt1,normal,-0.374,-0.992,0.263,FALSE,1.256
chad gender_231,Gender (1),tt1,basic,-0.374,-1.022,0.231,FALSE,1.252
chad gender_231,Gender (1),tt1,percent,-0.374,-0.978,0.274,FALSE,1.252
chad gender_231,Gender (1),tt1,bca,-0.374,-0.916,0.349,FALSE,1.265
chad gender_231,Gender (1),tt2,normal,0.115,-0.524,0.796,FALSE,1.321
chad gender_231,Gender (1),tt2,basic,0.115,-0.459,0.857,FALSE,1.315
chad gender_231,Gender (1),tt2,percent,0.115,-0.627,0.688,FALSE,1.315
chad gender_231,Gender (1),tt2,bca,0.115,-0.607,0.705,FALSE,1.312
chad gender_231,Gender (1),tt3,normal,-0.039,-0.686,0.676,FALSE,1.362
chad gender_231,Gender (1),tt3,basic,-0.039,-0.632,0.727,FALSE,1.359
chad gender_231,Gender (1),tt3,percent,-0.039,-0.806,0.553,FALSE,1.359
chad gender_231,Gender (1),tt3,bca,-0.039,-0.741,0.61,FALSE,1.351
chad gender_231,Gender (1),tt4,normal,-0.571,-1.076,-0.101,TRUE,0.974
chad gender_231,Gender (1),tt4,basic,-0.571,-1.177,-0.167,TRUE,1.011
chad gender_231,Gender (1),tt4,percent,-0.571,-0.975,0.036,FALSE,1.011
chad gender_231,Gender (1),tt4,bca,-0.571,-0.983,0.025,FALSE,1.009
chad gender_243,Gender (1),tt1,normal,0.392,-0.215,0.99,FALSE,1.205
chad gender_243,Gender (1),tt1,basic,0.392,-0.149,1.072,FALSE,1.221
chad gender_243,Gender (1),tt1,percent,0.392,-0.288,0.933,FALSE,1.221
chad gender_243,Gender (1),tt1,bca,0.392,-0.385,0.865,FALSE,1.25
chad gender_243,Gender (1),tt2,normal,0.18,-0.422,0.92,FALSE,1.342
chad gender_243,Gender (1),tt2,basic,0.18,-0.305,1.042,FALSE,1.346
chad gender_243,Gender (1),tt2,percent,0.18,-0.681,0.665,FALSE,1.346
chad gender_243,Gender (1),tt2,bca,0.18,-0.56,0.737,FALSE,1.297
chad gender_243,Gender (1),tt3,normal,-0.262,-0.91,0.425,FALSE,1.335
chad gender_243,Gender (1),tt3,basic,-0.262,-0.927,0.41,FALSE,1.337
chad gender_243,Gender (1),tt3,percent,-0.262,-0.934,0.403,FALSE,1.337
chad gender_243,Gender (1),tt3,bca,-0.262,-0.887,0.474,FALSE,1.362
chad gender_243,Gender (1),tt4,normal,0.326,-0.275,0.968,FALSE,1.243
chad gender_243,Gender (1),tt4,basic,0.326,-0.217,1.03,FALSE,1.247
chad gender_243,Gender (1),tt4,percent,0.326,-0.378,0.869,FALSE,1.247
chad gender_243,Gender (1),tt4,bca,0.326,-0.355,0.884,FALSE,1.239
chad gender_246,Gender (1),tt1,normal,0.255,-0.502,0.932,FALSE,1.434
chad gender_246,Gender (1),tt1,basic,0.255,-0.549,0.88,FALSE,1.429
chad gender_246,Gender (1),tt1,percent,0.255,-0.371,1.058,FALSE,1.429
chad gender_246,Gender (1),tt1,bca,0.255,-0.468,0.972,FALSE,1.44
chad gender_246,Gender (1),tt2,normal,0.633,0.102,1.174,TRUE,1.072
chad gender_246,Gender (1),tt2,basic,0.633,0.15,1.229,TRUE,1.079
chad gender_246,Gender (1),tt2,percent,0.633,0.037,1.116,TRUE,1.079
chad gender_246,Gender (1),tt2,bca,0.633,-0.041,1.072,FALSE,1.113
chad gender_246,Gender (1),tt3,normal,-0.808,-1.222,-0.348,TRUE,0.874
chad gender_246,Gender (1),tt3,basic,-0.808,-1.247,-0.372,TRUE,0.875
chad gender_246,Gender (1),tt3,percent,-0.808,-1.244,-0.369,TRUE,0.875
chad gender_246,Gender (1),tt3,bca,-0.808,-1.173,-0.254,TRUE,0.919
chad gender_246,Gender (1),tt4,normal,-0.007,-0.645,0.709,FALSE,1.355
chad gender_246,Gender (1),tt4,basic,-0.007,-0.594,0.743,FALSE,1.338
chad gender_246,Gender (1),tt4,percent,-0.007,-0.758,0.579,FALSE,1.338
chad gender_246,Gender (1),tt4,bca,-0.007,-0.67,0.64,FALSE,1.311
chad gender_249,Gender (1),tt1,normal,0.33,-0.327,0.971,FALSE,1.297
chad gender_249,Gender (1),tt1,basic,0.33,-0.315,0.985,FALSE,1.299
chad gender_249,Gender (1),tt1,percent,0.33,-0.325,0.974,FALSE,1.299
chad gender_249,Gender (1),tt1,bca,0.33,-0.389,0.937,FALSE,1.326
chad gender_249,Gender (1),tt2,normal,0.098,-0.551,0.776,FALSE,1.327
chad gender_249,Gender (1),tt2,basic,0.098,-0.509,0.787,FALSE,1.296
chad gender_249,Gender (1),tt2,percent,0.098,-0.592,0.704,FALSE,1.296
chad gender_249,Gender (1),tt2,bca,0.098,-0.573,0.728,FALSE,1.301
chad gender_249,Gender (1),tt3,normal,0.578,-0.089,1.202,FALSE,1.291
chad gender_249,Gender (1),tt3,basic,0.578,-0.031,1.236,FALSE,1.267
chad gender_249,Gender (1),tt3,percent,0.578,-0.079,1.188,FALSE,1.267
chad gender_249,Gender (1),tt3,bca,0.578,-0.233,1.094,FALSE,1.327
chad gender_249,Gender (1),tt4,normal,0.778,0.219,1.289,TRUE,1.071
chad gender_249,Gender (1),tt4,basic,0.778,0.279,1.349,TRUE,1.069
chad gender_249,Gender (1),tt4,percent,0.778,0.207,1.276,TRUE,1.069
chad gender_249,Gender (1),tt4,bca,0.778,-0.001,1.188,FALSE,1.189
chad gender_252,Gender (1),tt1,normal,0.561,-0.051,1.171,FALSE,1.222
chad gender_252,Gender (1),tt1,basic,0.561,0.002,1.204,TRUE,1.202
chad gender_252,Gender (1),tt1,percent,0.561,-0.083,1.119,FALSE,1.202
chad gender_252,Gender (1),tt1,bca,0.561,-0.165,1.076,FALSE,1.241
chad gender_252,Gender (1),tt2,normal,0.348,-0.228,0.991,FALSE,1.219
chad gender_252,Gender (1),tt2,basic,0.348,-0.124,1.103,FALSE,1.227
chad gender_252,Gender (1),tt2,percent,0.348,-0.407,0.82,FALSE,1.227
chad gender_252,Gender (1),tt2,bca,0.348,-0.353,0.853,FALSE,1.206
chad gender_252,Gender (1),tt3,normal,-0.366,-1.007,0.274,FALSE,1.282
chad gender_252,Gender (1),tt3,basic,-0.366,-1.036,0.248,FALSE,1.284
chad gender_252,Gender (1),tt3,percent,-0.366,-0.981,0.304,FALSE,1.284
chad gender_252,Gender (1),tt3,bca,-0.366,-0.935,0.35,FALSE,1.286
chad gender_252,Gender (1),tt4,normal,0.821,0.383,1.239,TRUE,0.855
chad gender_252,Gender (1),tt4,basic,0.821,0.408,1.273,TRUE,0.865
chad gender_252,Gender (1),tt4,percent,0.821,0.369,1.234,TRUE,0.865
chad gender_252,Gender (1),tt4,bca,0.821,0.293,1.18,TRUE,0.887
chad gender_255,Gender (1),tt1,normal,0.207,-0.503,0.862,FALSE,1.364
chad gender_255,Gender (1),tt1,basic,0.207,-0.494,0.84,FALSE,1.335
chad gender_255,Gender (1),tt1,percent,0.207,-0.426,0.909,FALSE,1.335
chad gender_255,Gender (1),tt1,bca,0.207,-0.495,0.845,FALSE,1.34
chad gender_255,Gender (1),tt2,normal,-0.006,-0.719,0.646,FALSE,1.365
chad gender_255,Gender (1),tt2,basic,-0.006,-0.76,0.586,FALSE,1.346
chad gender_255,Gender (1),tt2,percent,-0.006,-0.598,0.747,FALSE,1.346
chad gender_255,Gender (1),tt2,bca,-0.006,-0.648,0.698,FALSE,1.345
chad gender_255,Gender (1),tt3,normal,0.377,-0.258,0.986,FALSE,1.245
chad gender_255,Gender (1),tt3,basic,0.377,-0.195,1.018,FALSE,1.213
chad gender_255,Gender (1),tt3,percent,0.377,-0.264,0.949,FALSE,1.213
chad gender_255,Gender (1),tt3,bca,0.377,-0.376,0.872,FALSE,1.248
chad gender_255,Gender (1),tt4,normal,0.362,-0.169,0.942,FALSE,1.111
chad gender_255,Gender (1),tt4,basic,0.362,-0.069,1.06,FALSE,1.129
chad gender_255,Gender (1),tt4,percent,0.362,-0.335,0.794,FALSE,1.129
chad gender_255,Gender (1),tt4,bca,0.362,-0.363,0.78,FALSE,1.143
chad gender_258,Gender (1),tt1,normal,0.529,-0.132,1.157,FALSE,1.289
chad gender_258,Gender (1),tt1,basic,0.529,-0.106,1.152,FALSE,1.258
chad gender_258,Gender (1),tt1,percent,0.529,-0.094,1.164,FALSE,1.258
chad gender_258,Gender (1),tt1,bca,0.529,-0.2,1.091,FALSE,1.292
chad gender_258,Gender (1),tt2,normal,-0.016,-0.669,0.651,FALSE,1.32
chad gender_258,Gender (1),tt2,basic,-0.016,-0.657,0.646,FALSE,1.303
chad gender_258,Gender (1),tt2,percent,-0.016,-0.679,0.624,FALSE,1.303
chad gender_258,Gender (1),tt2,bca,-0.016,-0.671,0.635,FALSE,1.306
chad gender_258,Gender (1),tt3,normal,0.641,0.071,1.209,TRUE,1.138
chad gender_258,Gender (1),tt3,basic,0.641,0.11,1.269,TRUE,1.159
chad gender_258,Gender (1),tt3,percent,0.641,0.012,1.171,TRUE,1.159
chad gender_258,Gender (1),tt3,bca,0.641,-0.042,1.118,FALSE,1.16
chad gender_258,Gender (1),tt4,normal,0.463,-0.166,1.092,FALSE,1.258
chad gender_258,Gender (1),tt4,basic,0.463,-0.133,1.147,FALSE,1.28
chad gender_258,Gender (1),tt4,percent,0.463,-0.222,1.058,FALSE,1.28
chad gender_258,Gender (1),tt4,bca,0.463,-0.285,1.012,FALSE,1.297
chad gender_26,Gender (1),tt1,normal,0.448,-0.083,1.011,FALSE,1.094
chad gender_26,Gender (1),tt1,basic,0.448,-0.012,1.102,FALSE,1.114
chad gender_26,Gender (1),tt1,percent,0.448,-0.206,0.908,FALSE,1.114
chad gender_26,Gender (1),tt1,bca,0.448,-0.219,0.9,FALSE,1.12
chad gender_26,Gender (1),tt2,normal,-0.316,-0.94,0.327,FALSE,1.268
chad gender_26,Gender (1),tt2,basic,-0.316,-0.957,0.291,FALSE,1.248
chad gender_26,Gender (1),tt2,percent,-0.316,-0.923,0.326,FALSE,1.248
chad gender_26,Gender (1),tt2,bca,-0.316,-0.864,0.395,FALSE,1.259
chad gender_26,Gender (1),tt3,normal,0.02,-0.646,0.696,FALSE,1.341
chad gender_26,Gender (1),tt3,basic,0.02,-0.62,0.705,FALSE,1.325
chad gender_26,Gender (1),tt3,percent,0.02,-0.665,0.66,FALSE,1.325
chad gender_26,Gender (1),tt3,bca,0.02,-0.666,0.659,FALSE,1.325
chad gender_26,Gender (1),tt4,normal,0.056,-0.722,0.712,FALSE,1.435
chad gender_26,Gender (1),tt4,basic,0.056,-0.753,0.63,FALSE,1.383
chad gender_26,Gender (1),tt4,percent,0.056,-0.517,0.866,FALSE,1.383
chad gender_26,Gender (1),tt4,bca,0.056,-0.619,0.767,FALSE,1.386
chad gender_261,Gender (1),tt1,normal,0.78,0.14,1.361,TRUE,1.221
chad gender_261,Gender (1),tt1,basic,0.78,0.2,1.391,TRUE,1.191
chad gender_261,Gender (1),tt1,percent,0.78,0.169,1.36,TRUE,1.191
chad gender_261,Gender (1),tt1,bca,0.78,-0.01,1.26,FALSE,1.27
chad gender_261,Gender (1),tt2,normal,-0.28,-0.93,0.357,FALSE,1.286
chad gender_261,Gender (1),tt2,basic,-0.28,-0.97,0.319,FALSE,1.289
chad gender_261,Gender (1),tt2,percent,-0.28,-0.879,0.41,FALSE,1.289
