unique_id,domain,estimate,ci_lower,ci_upper,sig,ci_width
364638,Relaxing - Exercising,0.278,-0.115,0.518,FALSE,0.633
364665,Poor People - Rich People,-1.19,-1.348,-0.978,TRUE,0.37
364691,Microsoft - Apple,0.792,0.59,0.97,TRUE,0.38
364700,Prolife - Prochoice,-0.567,-0.841,-0.111,TRUE,0.731
364797,Lord of the Rings - Harry Potter,0.15,-0.233,0.448,FALSE,0.682
364829,Artists - Musicians,0.775,0.518,0.948,TRUE,0.43
364838,Receiving - Giving,-0.061,-0.419,0.309,FALSE,0.728
364857,Protein - Carbohydrates,-0.271,-0.525,0.049,FALSE,0.574
364925,Gun Control - Gun Rights,-0.453,-0.766,-0.099,TRUE,0.667
364949,Pants - Skirts,0.023,-0.342,0.383,FALSE,0.724
365008,Winter - Summer,-0.641,-0.873,-0.344,TRUE,0.529
365009,Jazz - Teen Pop,-0.242,-0.581,0.133,FALSE,0.714
365018,Republicans - Democrats,-0.623,-0.859,-0.319,TRUE,0.54
365049,Foreign Places - American Places,-0.54,-0.843,-0.096,TRUE,0.747
365087,Muslims - Jews,-0.285,-0.558,0.072,FALSE,0.63
365198,Tall People - Short People,0.718,0.472,0.92,TRUE,0.448
365207,Night - Morning,0.726,0.402,0.959,TRUE,0.556
365312,Meg Ryan - Julia Roberts,0.52,0.244,0.698,TRUE,0.455
365349,Jazz - Teen Pop,0.481,0.087,0.785,TRUE,0.698
365366,Lawyers - Politicians,0.075,-0.298,0.408,FALSE,0.706
365378,Asians - Whites,0.589,0.216,0.849,TRUE,0.632
365518,Solitude - Companionship,-0.217,-0.506,0.143,FALSE,0.649
365589,Avoiding - Approaching,0.981,0.698,1.172,TRUE,0.475
365590,Meat - Vegetables,0.002,-0.36,0.358,FALSE,0.718
365625,Traditional Values - Feminism,0.243,-0.149,0.57,FALSE,0.719
365649,Manufactured - Natural,-0.7,-1.098,-0.196,TRUE,0.902
365662,50 Cent - Britney Spears,-0.729,-0.987,-0.425,TRUE,0.562
365668,Lord of the Rings - Harry Potter,-0.005,-0.345,0.384,FALSE,0.729
365669,George Bush - John Kerry,-0.77,-0.974,-0.49,TRUE,0.483
365969,50 Cent - Britney Spears,-0.644,-0.907,-0.317,TRUE,0.59
365990,Mother Teresa - Princess Diana,0.141,-0.245,0.469,FALSE,0.714
366042,Receiving - Giving,0.316,-0.043,0.575,FALSE,0.618
366078,Numbers - Letters,0.341,-0.083,0.66,FALSE,0.743
366088,Atheism - Religion,-0.069,-0.452,0.303,FALSE,0.755
366126,Muslims - Jews,0.739,0.437,0.976,TRUE,0.539
366206,Team - Individual,0.485,0.101,0.769,TRUE,0.668
366266,Tradition - Progress,0.796,0.575,0.977,TRUE,0.402
366272,Numbers - Letters,-0.492,-0.751,-0.134,TRUE,0.617
366297,Meat - Vegetables,-0.206,-0.553,0.196,FALSE,0.749
366312,Determinism - Free will,0.995,0.49,1.257,TRUE,0.767
366322,Manufactured - Natural,-0.506,-0.722,-0.182,TRUE,0.54
366344,Artists - Musicians,0.284,-0.065,0.609,FALSE,0.674
366349,Rebellious - Conforming,-0.459,-0.743,-0.079,TRUE,0.664
366389,Jazz - Teen Pop,-0.154,-0.411,0.259,FALSE,0.67
366411,National Defense - Education,-0.724,-0.993,-0.193,TRUE,0.8
366427,Skeptical - Trusting,1.152,0.874,1.407,TRUE,0.533
366462,Muslims - Jews,-0.176,-0.576,0.227,FALSE,0.803
366630,Speed - Accuracy,-0.055,-0.395,0.306,FALSE,0.701
366669,Traditional Values - Feminism,-0.999,-1.179,-0.744,TRUE,0.435
366706,Atheism - Religion,-0.874,-1.11,-0.541,TRUE,0.569
366712,Old People - Young People,0.276,-0.093,0.601,FALSE,0.694
366848,Southerners - Northerners,-0.516,-0.731,-0.218,TRUE,0.513
366857,Artists - Musicians,0.309,-0.084,0.671,FALSE,0.755
366921,Pepsi - Coke,-0.224,-0.547,0.185,FALSE,0.731
366973,Chaos - Order,-1.031,-1.32,-0.718,TRUE,0.601
366993,Bill Clinton - Hillary Clinton,-0.692,-0.952,-0.339,TRUE,0.613
367070,Career - Family,0.271,-0.144,0.659,FALSE,0.803
367182,Denzel Washington - Tom Cruise,0.303,-0.023,0.567,FALSE,0.589
367197,Briefs - Boxers,-0.039,-0.416,0.323,FALSE,0.739
367276,Conservatives - Liberals,-0.074,-0.401,0.3,FALSE,0.701
367337,Gay People - Straight People,-0.55,-0.802,-0.21,TRUE,0.592
367374,Poor People - Rich People,1.205,1.026,1.347,TRUE,0.321
367383,Night - Morning,0.122,-0.275,0.397,FALSE,0.672
367465,Burger King - McDonald's,-0.226,-0.568,0.173,FALSE,0.741
367620,Rich People - Beautiful People,0.657,0.349,0.895,TRUE,0.547
367794,Gay People - Straight People,0.591,0.288,0.826,TRUE,0.539
367828,Meg Ryan - Julia Roberts,-0.29,-0.631,0.125,FALSE,0.756
367848,Corporations - Nonprofits,0.238,-0.132,0.498,FALSE,0.63
367883,Technology - Nature,0.566,0.176,0.838,TRUE,0.662
367892,Effort - Talent,-1.117,-1.419,-0.493,TRUE,0.926
367899,Poor People - Rich People,-0.834,-1.037,-0.553,TRUE,0.484
367979,Career - Family,-0.94,-1.096,-0.743,TRUE,0.353
368041,Gay People - Straight People,-0.086,-0.467,0.274,FALSE,0.741
368069,Avoiding - Approaching,-1.164,-1.354,-0.841,TRUE,0.514
368090,Evolution - Creationism,0.256,-0.158,0.619,FALSE,0.778
368106,Relaxing - Exercising,-0.149,-0.475,0.234,FALSE,0.709
368121,Kobe - Shaq,-0.124,-0.459,0.275,FALSE,0.735
368125,Dramas - Comedies,0.894,0.54,1.12,TRUE,0.579
368262,Canadian - American,-0.395,-0.625,-0.037,TRUE,0.588
368270,Gay People - Straight People,-0.957,-1.156,-0.69,TRUE,0.466
368335,Microsoft - Apple,-0.124,-0.445,0.258,FALSE,0.704
368447,Evolution - Creationism,0.013,-0.347,0.381,FALSE,0.728
368496,Muslims - Jews,-0.605,-0.84,-0.319,TRUE,0.521
368569,Helpers - Leaders,0.854,0.561,1.072,TRUE,0.511
368582,Jazz - Teen Pop,0.173,-0.205,0.473,FALSE,0.677
368631,Skeptical - Trusting,-1.058,-1.215,-0.854,TRUE,0.361
368696,Burger King - McDonald's,0.1,-0.279,0.431,FALSE,0.71
368727,Pants - Skirts,0.621,0.383,0.814,TRUE,0.431
368787,Redsox - Yankees,0.683,0.17,1.009,TRUE,0.838
368820,Pepsi - Coke,-0.308,-0.568,0.059,FALSE,0.627
368872,Stable - Flexible,-0.065,-0.418,0.315,FALSE,0.733
368879,Evolution - Creationism,-0.185,-0.521,0.171,FALSE,0.692
368880,Security - Freedom,0.986,0.745,1.193,TRUE,0.448
368904,Meg Ryan - Julia Roberts,0.247,-0.188,0.63,FALSE,0.818
368909,Gun Control - Gun Rights,-0.671,-0.936,-0.218,TRUE,0.718
368955,Athletic People - Intelligent People,0.589,0.244,0.853,TRUE,0.609
368996,Denzel Washington - Tom Cruise,0.109,-0.28,0.416,FALSE,0.697
369031,Japan - United States,0.046,-0.356,0.357,FALSE,0.713
369076,Jews - Christians,0.372,0.004,0.663,TRUE,0.659
369086,Difficult - Simple,1.157,0.958,1.321,TRUE,0.363
369097,Republicans - Democrats,-0.743,-0.996,-0.351,TRUE,0.645
369112,Jews - Christians,-0.011,-0.355,0.356,FALSE,0.71
369118,Capital Punishment - Imprisonment,-0.371,-0.611,-0.057,TRUE,0.555
369175,Winter - Summer,-0.869,-1.07,-0.594,TRUE,0.476
369194,New York - California,0.582,0.214,0.839,TRUE,0.625
369384,Briefs - Boxers,0.441,0.176,0.623,TRUE,0.447
369400,Burger King - McDonald's,0.282,-0.112,0.591,FALSE,0.704
369418,Security - Freedom,0.553,0.199,0.82,TRUE,0.621
369469,Dramas - Comedies,-0.262,-0.542,0.125,FALSE,0.667
369531,Burger King - McDonald's,0.487,0.163,0.727,TRUE,0.564
369539,Tax Reductions - Social Programs,-0.26,-0.513,0.088,FALSE,0.6
369542,Tax Reductions - Social Programs,0.13,-0.251,0.474,FALSE,0.725
369544,Traditional Values - Feminism,0.372,0.011,0.618,TRUE,0.606
369550,Difficult - Simple,-1.089,-1.276,-0.854,TRUE,0.422
369603,Atheism - Religion,0.724,0.361,1.013,TRUE,0.653
369609,Republicans - Democrats,0.157,-0.22,0.472,FALSE,0.693
369652,Burger King - McDonald's,-0.42,-0.66,-0.052,TRUE,0.608
369658,Skeptical - Trusting,0.746,0.404,0.973,TRUE,0.57
369736,Innocence - Wisdom,-0.565,-0.815,-0.253,TRUE,0.562
369757,Bill Clinton - Hillary Clinton,0.081,-0.3,0.478,FALSE,0.777
369772,Avoiding - Approaching,1.315,1.082,1.45,TRUE,0.368
369799,Microsoft - Apple,-0.39,-0.674,-0.025,TRUE,0.649
369866,State - Church,0.412,0.057,0.691,TRUE,0.634
369875,Dogs - Cats,0.581,0.05,0.917,TRUE,0.868
370053,Winter - Summer,0.054,-0.322,0.401,FALSE,0.722
370065,Protein - Carbohydrates,0.023,-0.329,0.383,FALSE,0.712
370139,Traditional Values - Feminism,0.046,-0.326,0.388,FALSE,0.713
370145,Lawyers - Politicians,0.294,-0.099,0.651,FALSE,0.75
370169,Winter - Summer,-0.331,-0.686,0.054,FALSE,0.74
370262,Gay People - Straight People,-0.56,-0.811,-0.234,TRUE,0.577
370266,Dramas - Comedies,0.344,-0.128,0.754,FALSE,0.881
370272,Coffee - Tea,-0.199,-0.596,0.19,FALSE,0.786
370295,Lord of the Rings - Harry Potter,0.136,-0.224,0.475,FALSE,0.699
370305,George Bush - John Kerry,-0.354,-0.619,-0.012,TRUE,0.607
370347,Meg Ryan - Julia Roberts,-0.062,-0.389,0.489,FALSE,0.878
370370,Security - Freedom,-0.583,-0.779,-0.214,TRUE,0.565
370387,National Defense - Education,0.403,-0.029,0.737,FALSE,0.767
370418,Avoiding - Approaching,0.553,0.125,0.856,TRUE,0.731
370422,Protein - Carbohydrates,0.175,-0.195,0.499,FALSE,0.694
370434,George Bush - John Kerry,-0.038,-0.369,0.327,FALSE,0.696
370437,Japan - United States,0.615,0.189,0.863,TRUE,0.674
370464,Hiphop - Classical,-0.862,-1.039,-0.643,TRUE,0.396
370530,Fat People - Thin People,-0.458,-0.768,-0.062,TRUE,0.707
370605,Innocence - Wisdom,-0.721,-0.972,-0.315,TRUE,0.657
370616,Hiphop - Classical,0.2,-0.161,0.506,FALSE,0.668
370677,Capital Punishment - Imprisonment,-0.401,-0.675,-0.063,TRUE,0.612
370687,Innocence - Wisdom,0.483,0.109,0.789,TRUE,0.68
370738,George Bush - John Kerry,-0.104,-0.429,0.272,FALSE,0.701
370753,Atheism - Religion,0.147,-0.244,0.409,FALSE,0.652
370771,Mountains - Ocean,-0.497,-0.72,-0.149,TRUE,0.571
370776,Evolution - Creationism,-0.925,-1.129,-0.463,TRUE,0.667
370809,Conservatives - Liberals,-0.827,-0.979,-0.636,TRUE,0.343
370851,Drinking - Abstaining,0.845,0.587,1.048,TRUE,0.461
370911,Meat - Vegetables,-0.365,-0.623,-0.035,TRUE,0.589
370923,Canadian - American,-0.356,-0.633,0.006,FALSE,0.638
370938,Prolife - Prochoice,-0.056,-0.415,0.306,FALSE,0.721
370975,African Americans - European Americans,-0.93,-1.151,-0.605,TRUE,0.546
371009,Lord of the Rings - Harry Potter,0.787,0.568,0.945,TRUE,0.376
371051,Republicans - Democrats,-1.507,-1.613,-1.327,TRUE,0.286
371090,Meg Ryan - Julia Roberts,-0.731,-0.946,-0.436,TRUE,0.51
371097,National Defense - Education,0.921,0.658,1.117,TRUE,0.46
371224,Tall People - Short People,-0.491,-0.755,-0.159,TRUE,0.597
371225,Pepsi - Coke,0.685,0.25,0.966,TRUE,0.716
371334,Republicans - Democrats,0.598,0.106,0.947,TRUE,0.841
371533,Republicans - Democrats,-0.236,-0.585,0.142,FALSE,0.727
371548,Innocence - Wisdom,-0.415,-0.747,0.104,FALSE,0.851
371561,Corporations - Nonprofits,-0.452,-0.742,-0.016,TRUE,0.726
371570,Southerners - Northerners,-0.335,-0.622,0.035,FALSE,0.657
371594,Past - Future,0.175,-0.237,0.563,FALSE,0.801
371597,Organized Labor - Management,0.426,0.072,0.711,TRUE,0.639
371653,Atheism - Religion,-0.757,-0.935,-0.521,TRUE,0.415
371698,Mother Teresa - Princess Diana,-0.225,-0.559,0.142,FALSE,0.701
371766,Corporations - Nonprofits,-0.203,-0.492,0.184,FALSE,0.675
371796,Gay People - Straight People,0.123,-0.267,0.427,FALSE,0.694
371857,Gun Control - Gun Rights,0.039,-0.328,0.366,FALSE,0.694
371874,Prolife - Prochoice,-0.33,-0.619,0.042,FALSE,0.661
371899,Traditional Values - Feminism,-0.126,-0.466,0.242,FALSE,0.709
371912,Winter - Summer,0.507,0.273,0.678,TRUE,0.405
371923,Rebellious - Conforming,-0.595,-0.805,-0.211,TRUE,0.594
371946,Microsoft - Apple,0.3,-0.105,0.484,FALSE,0.589
371972,Meat - Vegetables,-0.186,-0.464,0.183,FALSE,0.647
372025,Republicans - Democrats,-0.766,-1.014,-0.441,TRUE,0.573
372065,Conservatives - Liberals,-0.525,-0.786,-0.283,TRUE,0.504
372075,Dogs - Cats,0.264,-0.112,0.532,FALSE,0.645
372092,Solitude - Companionship,-0.325,-0.533,0.036,FALSE,0.57
372150,National Defense - Education,1.138,0.913,1.304,TRUE,0.391
372179,Friends - Family,0.088,-0.268,0.431,FALSE,0.699
372230,Determinism - Free will,0.462,0.082,0.758,TRUE,0.676
372231,David Letterman - Jay Leno,-0.052,-0.401,0.314,FALSE,0.715
372342,Numbers - Letters,-0.287,-0.624,0.071,FALSE,0.695
372346,Denzel Washington - Tom Cruise,0.244,-0.247,0.605,FALSE,0.852
372370,Television - Books,0.092,-0.28,0.492,FALSE,0.772
372386,David Letterman - Jay Leno,-0.58,-0.783,-0.338,TRUE,0.445
372538,Receiving - Giving,-0.121,-0.463,0.239,FALSE,0.702
372586,Corporations - Nonprofits,-0.289,-0.634,0.141,FALSE,0.776
372608,Security - Freedom,0.128,-0.245,0.478,FALSE,0.722
372612,Mother Teresa - Princess Diana,-0.134,-0.481,0.253,FALSE,0.734
372675,Poor People - Rich People,-1.365,-1.498,-1.201,TRUE,0.298
372677,Rebellious - Conforming,0.045,-0.325,0.392,FALSE,0.717
372691,Prolife - Prochoice,-0.326,-0.677,0.072,FALSE,0.749
372763,Past - Future,0.647,0.38,0.845,TRUE,0.465
372774,State - Church,0.036,-0.323,0.383,FALSE,0.706
372817,Strong - Sensitive,0.852,0.577,1.05,TRUE,0.473
372823,Microsoft - Apple,0.203,-0.224,0.492,FALSE,0.716
372836,African Americans - European Americans,-0.763,-0.965,-0.528,TRUE,0.437
372849,Innocence - Wisdom,0.496,0.073,0.742,TRUE,0.668
372883,Single - Married,0.582,0.186,0.847,TRUE,0.661
372898,Solitude - Companionship,0.755,0.425,0.945,TRUE,0.521
372905,Punishment - Forgiveness,0.959,0.577,1.179,TRUE,0.603
372909,Asians - Whites,0.346,-0.077,0.631,FALSE,0.708
372959,Denzel Washington - Tom Cruise,0.426,0.117,0.658,TRUE,0.541
372967,Tall People - Short People,-0.004,-0.349,0.388,FALSE,0.737
372971,Denzel Washington - Tom Cruise,0.171,-0.207,0.473,FALSE,0.68
372974,David Letterman - Jay Leno,-0.506,-0.78,-0.169,TRUE,0.611
372978,Foreign Places - American Places,-1.134,-1.341,-0.801,TRUE,0.54
372981,Drinking - Abstaining,0.735,0.392,0.988,TRUE,0.596
372994,Denzel Washington - Tom Cruise,-0.411,-0.704,-0.058,TRUE,0.646
373009,Tax Reductions - Social Programs,-0.077,-0.461,0.281,FALSE,0.742
373039,New York - California,0.493,0.155,0.773,TRUE,0.618
373062,Prolife - Prochoice,-0.38,-0.656,0.002,FALSE,0.659
373102,National Defense - Education,-0.595,-0.748,-0.422,TRUE,0.326
373138,Helpers - Leaders,0.089,-0.305,0.412,FALSE,0.718
373178,Meg Ryan - Julia Roberts,-0.394,-0.598,0.012,FALSE,0.61
373224,Mountains - Ocean,0.401,0.096,0.603,TRUE,0.507
373229,Organized Labor - Management,0.575,0.281,0.799,TRUE,0.518
373271,Redsox - Yankees,-0.125,-0.464,0.233,FALSE,0.697
373305,Burger King - McDonald's,-0.276,-0.587,0.082,FALSE,0.67
373317,Lawyers - Politicians,0.17,-0.184,0.519,FALSE,0.703
373322,Atheism - Religion,-0.212,-0.616,0.218,FALSE,0.834
373336,West Coast - East Coast,-0.66,-0.912,-0.309,TRUE,0.603
373418,Relaxing - Exercising,-0.313,-0.609,0.033,FALSE,0.642
373465,Astrology - Science,0.563,0.187,0.851,TRUE,0.663
373487,Single - Married,0.209,-0.151,0.548,FALSE,0.699
373513,Burger King - McDonald's,-0.166,-0.437,0.215,FALSE,0.652
373526,Meat - Vegetables,0.13,-0.253,0.523,FALSE,0.776
373531,West Coast - East Coast,0.101,-0.275,0.429,FALSE,0.704
373552,Briefs - Boxers,0.376,-0.032,0.671,FALSE,0.703
373590,Briefs - Boxers,0.299,-0.055,0.578,FALSE,0.633
373597,Foreign Places - American Places,-0.482,-0.921,0.102,FALSE,1.023
373605,Hiphop - Classical,0.047,-0.318,0.418,FALSE,0.737
373641,Stable - Flexible,0.229,-0.2,0.565,FALSE,0.766
373681,Team - Individual,0.46,-0.029,0.768,FALSE,0.797
373710,George Bush - John Kerry,-0.126,-0.507,0.236,FALSE,0.744
373767,Microsoft - Apple,0.297,-0.082,0.528,FALSE,0.61
373770,Dramas - Comedies,-0.026,-0.384,0.328,FALSE,0.713
373778,Briefs - Boxers,-0.719,-0.959,-0.436,TRUE,0.522
373780,Lord of the Rings - Harry Potter,-0.558,-0.782,-0.229,TRUE,0.553
373811,Pepsi - Coke,0.47,0.073,0.732,TRUE,0.659
373839,Redsox - Yankees,-0.43,-0.743,-0.024,TRUE,0.719
373848,Winter - Summer,0.647,0.279,0.912,TRUE,0.633
373907,Past - Future,0.906,0.622,1.128,TRUE,0.507
373933,Pants - Skirts,-0.263,-0.578,0.119,FALSE,0.697
373942,David Letterman - Jay Leno,0.319,-0.078,0.659,FALSE,0.736
374024,50 Cent - Britney Spears,0.369,-0.018,0.686,FALSE,0.704
374034,Mother Teresa - Princess Diana,-0.437,-0.742,-0.066,TRUE,0.677
374064,Dramas - Comedies,0.979,0.57,1.188,TRUE,0.619
374070,Career - Family,-0.696,-0.947,-0.3,TRUE,0.647
374112,Wrinkles - Plastic Surgery,-0.159,-0.486,0.205,FALSE,0.691
374122,Winter - Summer,0.015,-0.354,0.369,FALSE,0.723
374146,Meg Ryan - Julia Roberts,0.075,-0.294,0.439,FALSE,0.732
374197,Rebellious - Conforming,-0.942,-1.14,-0.666,TRUE,0.474
374224,Relaxing - Exercising,-0.141,-0.496,0.255,FALSE,0.751
374237,Atheism - Religion,0.245,-0.126,0.548,FALSE,0.674
374275,Stable - Flexible,-1.012,-1.201,-0.742,TRUE,0.459
374295,Speed - Accuracy,0.152,-0.246,0.489,FALSE,0.735
374296,Canadian - American,0.19,-0.174,0.502,FALSE,0.676
374329,Redsox - Yankees,0.12,-0.243,0.482,FALSE,0.725
374356,Foreign Places - American Places,0.112,-0.251,0.452,FALSE,0.702
374467,African Americans - European Americans,-0.137,-0.45,0.231,FALSE,0.681
374471,Evolution - Creationism,-0.111,-0.442,0.265,FALSE,0.707
374520,Mother Teresa - Princess Diana,0.253,-0.139,0.551,FALSE,0.689
374531,Poor People - Rich People,1.075,0.847,1.24,TRUE,0.393
374536,Protein - Carbohydrates,0.412,0,0.665,TRUE,0.664
374590,Speed - Accuracy,0.43,-0.011,0.758,FALSE,0.769
374632,Night - Morning,0.546,0.19,0.847,TRUE,0.658
374647,Reason - Emotions,0.61,0.277,0.864,TRUE,0.587
374651,Tax Reductions - Social Programs,-0.616,-0.872,-0.155,TRUE,0.717
374696,Canadian - American,-0.16,-0.508,0.237,FALSE,0.744
374767,Gay People - Straight People,0.146,-0.222,0.509,FALSE,0.731
374778,George Bush - John Kerry,0.436,0.044,0.729,TRUE,0.685
374782,Reason - Emotions,-0.551,-0.804,-0.194,TRUE,0.61
374784,George Bush - John Kerry,-0.283,-0.618,0.115,FALSE,0.733
374801,Helpers - Leaders,0.287,-0.103,0.634,FALSE,0.736
374823,Cold - Hot,-0.105,-0.423,0.276,FALSE,0.699
374826,Single - Married,0.4,0.105,0.621,TRUE,0.516
374879,Determinism - Free will,0.69,0.375,0.919,TRUE,0.543
374913,Rebellious - Conforming,0.244,-0.12,0.54,FALSE,0.66
375001,50 Cent - Britney Spears,0.16,-0.212,0.505,FALSE,0.716
375036,Innocence - Wisdom,-0.383,-0.684,0.016,FALSE,0.7
375039,Capital Punishment - Imprisonment,0.441,0.108,0.63,TRUE,0.523
375047,Corporations - Nonprofits,-0.027,-0.394,0.323,FALSE,0.717
375078,Television - Books,0.605,0.289,0.85,TRUE,0.561
375118,Solitude - Companionship,-0.628,-0.937,-0.211,TRUE,0.726
375161,Denzel Washington - Tom Cruise,-0.083,-0.419,0.295,FALSE,0.714
375186,Athletic People - Intelligent People,0.583,0.2,0.874,TRUE,0.674
375205,Jews - Christians,0.214,-0.166,0.535,FALSE,0.7
375278,Dramas - Comedies,0.653,0.337,0.889,TRUE,0.552
375330,Conservatives - Liberals,0.609,0.29,0.81,TRUE,0.521
375331,Hiphop - Classical,0.342,-0.054,0.641,FALSE,0.695
375345,Rebellious - Conforming,1.101,0.867,1.313,TRUE,0.445
375387,Past - Future,0.772,0.54,0.953,TRUE,0.413
375409,Conservatives - Liberals,0.671,0.04,1.062,TRUE,1.022
375411,Fat People - Thin People,-0.726,-0.97,-0.408,TRUE,0.561
375421,Conservatives - Liberals,0.162,-0.222,0.495,FALSE,0.717
375428,Determinism - Free will,-0.333,-0.63,0.043,FALSE,0.673
375443,Redsox - Yankees,1.041,0.839,1.213,TRUE,0.374
375446,Winter - Summer,0.018,-0.35,0.369,FALSE,0.718
375474,Solitude - Companionship,0.977,0.718,1.153,TRUE,0.435
375481,State - Church,0.468,0.111,0.778,TRUE,0.666
375514,Difficult - Simple,-0.769,-1.208,-0.107,TRUE,1.102
375539,Lord of the Rings - Harry Potter,0.467,0.101,0.766,TRUE,0.664
375560,Lawyers - Politicians,-0.135,-0.448,0.229,FALSE,0.676
375640,Rich People - Beautiful People,-0.838,-0.999,-0.644,TRUE,0.355
375712,Republicans - Democrats,0.358,-0.022,0.712,FALSE,0.734
375807,Asians - Whites,0.154,-0.237,0.541,FALSE,0.778
375890,Lawyers - Politicians,0.803,0.509,1.012,TRUE,0.503
375892,Manufactured - Natural,0.358,-0.004,0.673,FALSE,0.677
375964,Career - Family,-0.442,-0.751,0.034,FALSE,0.785
376014,Drinking - Abstaining,0.88,0.627,1.075,TRUE,0.448
376047,Burger King - McDonald's,0.348,-0.008,0.602,FALSE,0.61
376082,Burger King - McDonald's,-0.561,-0.791,-0.25,TRUE,0.54
376105,Republicans - Democrats,0.33,-0.027,0.584,FALSE,0.611
376149,Television - Books,0.592,0.297,0.823,TRUE,0.526
376157,Meat - Vegetables,0.658,0.304,0.951,TRUE,0.647
376176,Coffee - Tea,0.526,0.152,0.82,TRUE,0.667
376178,Prolife - Prochoice,0.405,0.045,0.722,TRUE,0.677
376179,Dogs - Cats,-0.456,-0.776,-0.007,TRUE,0.769
376198,Avoiding - Approaching,-1.047,-1.232,-0.819,TRUE,0.413
376221,Jews - Christians,-0.62,-0.834,-0.306,TRUE,0.529
376254,African Americans - European Americans,-0.223,-0.502,0.171,FALSE,0.673
376288,Stable - Flexible,-0.239,-0.563,0.146,FALSE,0.71
376369,Traditional Values - Feminism,0.945,0.744,1.123,TRUE,0.379
376381,Burger King - McDonald's,-0.37,-0.687,0.013,FALSE,0.7
376399,Security - Freedom,-0.184,-0.512,0.187,FALSE,0.7
376406,Tax Reductions - Social Programs,-0.607,-0.877,-0.258,TRUE,0.619
376410,Drinking - Abstaining,0.092,-0.272,0.455,FALSE,0.727
376455,African Americans - European Americans,0.557,0.159,0.82,TRUE,0.661
376471,Coffee - Tea,-0.324,-0.653,0.051,FALSE,0.704
376523,Effort - Talent,-0.114,-0.463,0.242,FALSE,0.706
376526,Helpers - Leaders,0.446,0.015,0.779,TRUE,0.764
376541,Hiphop - Classical,-1.239,-1.367,-1.07,TRUE,0.297
376562,Solitude - Companionship,0.371,-0,0.59,FALSE,0.591
376575,Determinism - Free will,-0.428,-0.734,-0.03,TRUE,0.704
376621,Evolution - Creationism,-1.001,-1.173,-0.793,TRUE,0.38
376682,Reason - Emotions,-0.92,-1.096,-0.693,TRUE,0.403
376718,Bill Clinton - Hillary Clinton,-0.468,-0.747,0.013,FALSE,0.76
376817,New York - California,0.531,0.175,0.78,TRUE,0.605
376962,Helpers - Leaders,0.293,-0.131,0.645,FALSE,0.776
376994,Punishment - Forgiveness,1.208,0.977,1.368,TRUE,0.39
377029,Meg Ryan - Julia Roberts,0.305,-0.055,0.626,FALSE,0.681
377164,Chaos - Order,0.339,-0.167,0.833,FALSE,1
377166,Evolution - Creationism,0.825,0.568,1.017,TRUE,0.449
377240,Winter - Summer,-0.614,-0.81,-0.311,TRUE,0.499
377241,Money - Love,0.11,-0.262,0.462,FALSE,0.724
377398,George Bush - John Kerry,-0.332,-0.652,0.078,FALSE,0.73
377399,Numbers - Letters,-0.124,-0.464,0.237,FALSE,0.701
377414,Innocence - Wisdom,0.418,-0.013,0.666,FALSE,0.679
377512,Jazz - Teen Pop,0.045,-0.303,0.421,FALSE,0.725
377569,Gay People - Straight People,-0.208,-0.561,0.206,FALSE,0.767
377579,Receiving - Giving,-0.605,-0.797,-0.33,TRUE,0.467
377605,Foreign Places - American Places,-0.678,-0.886,-0.415,TRUE,0.471
377610,Artists - Musicians,0.654,0.336,0.89,TRUE,0.554
377630,Organized Labor - Management,-0.443,-0.708,-0.085,TRUE,0.623
377726,Asians - Whites,-0.207,-0.497,0.172,FALSE,0.669
377738,Japan - United States,0.676,0.34,0.918,TRUE,0.578
377739,Solitude - Companionship,-0.053,-0.4,0.31,FALSE,0.71
377772,Difficult - Simple,-1.082,-1.24,-0.857,TRUE,0.383
377840,Cold - Hot,1.025,0.783,1.215,TRUE,0.432
377863,Dogs - Cats,-0.587,-0.819,-0.296,TRUE,0.523
377963,Numbers - Letters,-0.937,-1.143,-0.592,TRUE,0.551
378041,Meat - Vegetables,0.735,0.37,0.996,TRUE,0.626
378081,Protestants - Catholics,0.194,-0.167,0.531,FALSE,0.698
378156,50 Cent - Britney Spears,-0.507,-0.763,-0.185,TRUE,0.578
378328,Tradition - Progress,0.236,-0.132,0.557,FALSE,0.689
378426,African Americans - European Americans,0.398,-0.02,0.716,FALSE,0.736
378432,Speed - Accuracy,-0.421,-0.691,-0.072,TRUE,0.619
378460,Jazz - Teen Pop,1.239,1.055,1.39,TRUE,0.335
378514,50 Cent - Britney Spears,-0.411,-0.724,0.033,FALSE,0.757
378604,Denzel Washington - Tom Cruise,0.304,-0.019,0.569,FALSE,0.588
378626,Television - Books,0.466,0.159,0.675,TRUE,0.516
378644,Money - Love,0.719,0.452,0.918,TRUE,0.466
378680,Security - Freedom,0.698,0.424,0.884,TRUE,0.46
378696,Gun Control - Gun Rights,0.099,-0.284,0.445,FALSE,0.729
378702,Fat People - Thin People,0.719,0.49,0.906,TRUE,0.416
378723,Corporations - Nonprofits,0.118,-0.256,0.476,FALSE,0.732
378940,Pepsi - Coke,-0.47,-0.714,-0.166,TRUE,0.548
378971,Mother Teresa - Princess Diana,-0.012,-0.378,0.342,FALSE,0.72
379056,Numbers - Letters,0.528,0.098,0.82,TRUE,0.722
379153,African Americans - European Americans,-0.534,-0.756,-0.246,TRUE,0.51
379207,Urban - Rural,0.325,-0.036,0.626,FALSE,0.662
